;dat_reference;dat_previsao;num_termo;val_vaz_pred;val_vaz_true
59;2013-10-12;2013-10-15;4;76,27766237361053;60,0
60;2013-10-12;2013-10-16;5;91,69110391279914;61,0
61;2013-10-12;2013-10-17;6;102,43195871919701;70,0
62;2013-10-12;2013-10-18;7;101,7281712878927;85,0
63;2013-10-19;2013-10-19;1;94,20871790204757;92,0
64;2013-10-19;2013-10-20;2;82,09107866212824;96,0
65;2013-10-19;2013-10-21;3;76,06659654701791;97,0
66;2013-10-19;2013-10-22;4;71,11285709831675;89,0
67;2013-10-19;2013-10-23;5;65,70529972837657;88,0
68;2013-10-19;2013-10-24;6;61,577097255943805;93,0
69;2013-10-19;2013-10-25;7;63,77533074270247;84,0
70;2013-10-26;2013-10-26;1;62,4005726297622;72,0
71;2013-10-26;2013-10-27;2;60,99466411434655;67,0
72;2013-10-26;2013-10-28;3;61,176186696210195;63,0
73;2013-10-26;2013-10-29;4;68,92477300598398;60,0
74;2013-10-26;2013-10-30;5;83,56700429312863;58,0
75;2013-10-26;2013-10-31;6;92,17443602448864;57,0
76;2013-10-26;2013-11-01;7;97,97570086370843;57,0
77;2013-11-02;2013-11-02;1;96,8976707190974;57,0
78;2013-11-02;2013-11-03;2;87,78430898633937;57,0
79;2013-11-02;2013-11-04;3;89,3461642831829;56,0
80;2013-11-02;2013-11-05;4;92,85012203053573;56,0
81;2013-11-02;2013-11-06;5;83,22615589687726;58,0
82;2013-11-02;2013-11-07;6;71,25778269754227;63,0
83;2013-11-02;2013-11-08;7;67,49537242111258;77,0
84;2013-11-09;2013-11-09;1;60,27228421724889;95,0
85;2013-11-09;2013-11-10;2;59,71371729057161;99,0
86;2013-11-09;2013-11-11;3;57,348285148117235;85,0
87;2013-11-09;2013-11-12;4;57,47196666269355;79,0
88;2013-11-09;2013-11-13;5;58,530061651620166;74,0
89;2013-11-09;2013-11-14;6;56,78559843186361;69,0
90;2013-11-09;2013-11-15;7;56,35951758093142;67,0
91;2013-11-16;2013-11-16;1;57,110609798825315;66,0
92;2013-11-16;2013-11-17;2;56,548168687313;66,0
93;2013-11-16;2013-11-18;3;58,9183398230712;69,0
94;2013-11-16;2013-11-19;4;61,41785228020358;79,0
95;2013-11-16;2013-11-20;5;76,86191894878829;91,0
96;2013-11-16;2013-11-21;6;96,80592069112579;91,0
97;2013-11-16;2013-11-22;7;96,87822142111193;82,0
98;2013-11-23;2013-11-23;1;86,97702612318841;87,0
99;2013-11-23;2013-11-24;2;80,7642611011336;108,0
100;2013-11-23;2013-11-25;3;70,82661407779246;113,0
101;2013-11-23;2013-11-26;4;69,19526938877954;116,0
102;2013-11-23;2013-11-27;5;65,31156966251805;133,0
103;2013-11-23;2013-11-28;6;64,75988202865958;157,0
104;2013-11-23;2013-11-29;7;68,94758962869639;169,0
105;2013-11-30;2013-11-30;1;67,97520098188937;190,0
106;2013-11-30;2013-12-01;2;80,4723319954563;266,0
107;2013-11-30;2013-12-02;3;86,91471502320059;337,0
108;2013-11-30;2013-12-03;4;85,4134114541898;384,0
109;2013-11-30;2013-12-04;5;81,10553224868022;383,0
110;2013-11-30;2013-12-05;6;87,1439201973036;329,0
111;2013-11-30;2013-12-06;7;106,29088727636136;253,0
112;2013-12-07;2013-12-07;1;108,23664542866337;204,0
113;2013-12-07;2013-12-08;2;111,14176133433091;183,0
114;2013-12-07;2013-12-09;3;137,12596828634904;164,0
115;2013-12-07;2013-12-10;4;158,2125477780548;148,0
116;2013-12-07;2013-12-11;5;170,82467578762927;151,0
117;2013-12-07;2013-12-12;6;197,04679612555668;170,0
